Age,StudyTimeWeekly,Absences,GPA,TotalActivities
16,10.812219886494582,2,2.9610552588035977,0
17,16.99200349964916,8,2.6743510954520984,1
17,9.602698792767464,23,1.2178731513333656,2
16,7.464147382102537,21,1.36559111032951,0
17,9.864949860519715,16,1.5222748446854282,1
17,11.582596080700982,13,2.2314023973705024,0
15,3.781553075566977,9,2.135266354890094,1
17,18.018154605339813,12,2.255698914963147,0
17,13.483738976592276,11,2.751145787611705,2
16,12.665378346749778,26,0.8976341586164038,2
16,1.9899245236127627,0,3.117354434785501,2
18,12.083478763451836,27,1.2875951312580094,2
15,2.4192132447698467,21,0.5710530980330257,0
17,1.573953503907981,28,0.5813557994949716,1
17,10.546217912847863,18,1.6434624040739565,1
18,8.055710680929899,18,1.2348440407820207,0
17,11.776205403124465,5,2.968093619579765,2
15,1.784443361144772,12,2.009298479722319,1
18,8.619661256945168,18,1.146086034129592,1
15,3.4957343009031594,12,2.1923631978552875,0
18,19.74200171848233,26,0.94573087329995,1
18,11.223004248703488,25,0.5672500284902902,1
16,13.748737218817348,21,0.9707643470928292,0
15,6.508365613652156,20,1.6560601255004677,3
17,1.894778295586883,3,2.8393132491560324,1
17,19.517417255670733,23,0.189818059909026,2
15,5.7251807076636645,1,3.25829468502287,1
17,8.476163703471485,14,1.9200558526588956,0
17,12.9972784340515,11,2.0217714943693785,0
15,0.4939459537222257,29,0.1259330746249498,1
18,16.205182610345737,26,1.2870134123902284,1
15,10.731563800572406,6,2.591426703229313,2
18,5.564343741376443,19,1.4633796485356,0
17,1.232159705849385,17,1.465549386433812,0
17,3.2499683094888288,22,1.710466837709535,3
17,17.900677177068737,12,2.288505685252231,2
16,13.72048447871782,16,1.9609688486532324,1
18,4.998034432737796,3,2.6216233262773407,0
16,1.3120152989005909,24,0.7683163859836675,1
16,13.812306247732726,13,1.8064063454058108,1
15,11.448154519355302,19,0.88186635307777,0
16,8.090390489164701,27,0.8170682206563473,1
15,7.272228983801277,12,1.4461325277019692,0
15,4.336285518582166,2,3.339094362200312,1
16,13.392225130750353,25,0.8196254779474454,0
18,19.41336055587741,25,0.6768179731112823,0
18,3.514304916736517,17,1.3895448744649723,2
18,11.942332400310068,13,1.9915084140251773,2
18,8.483701114919524,14,1.6398675504146123,1
18,8.933774434893298,2,2.511743020605421,1
16,5.082945602556288,0,2.9839199495864985,1
16,16.50269751322838,25,1.25865485443205,1
17,9.705112082944822,23,1.4179299273727557,0
18,10.86811704396528,16,1.5970165723817666,2
16,6.095218255946515,2,3.08869986818596,1
17,3.636169313338995,13,1.6413414427787147,2
18,1.7182077640564095,2,2.5868706562634283,1
15,14.282382818498318,12,2.389032645212185,0
17,3.924685633757112,14,1.8981464002812247,1
16,13.801507083775954,17,2.1104879749817496,1
15,7.807528920939077,13,1.7002735894049137,0
15,8.315496019793029,20,1.0444999950877136,1
15,9.383549921855431,25,1.1941661337644758,1
17,7.354170162550863,2,2.6491368281965504,1
16,2.0123995444518017,18,1.2341413889277302,1
15,6.192636200056915,7,2.127408865912826,1
18,13.274687213878767,3,2.913887649138132,1
15,13.31568802937742,3,3.119393913150377,1
15,5.724486144799887,18,1.0363787383257312,0
17,9.20205253115376,10,2.403284547023526,2
17,3.8689445602387496,0,3.1565080639094454,0
16,4.207441630596716,7,2.723471858740064,2
18,0.4609417681321481,14,1.5309511463109082,2
17,17.934930998154893,0,3.468581349135728,0
15,4.214133301498125,6,2.3020320443414053,1
16,4.550677538729266,20,1.265677909199434,1
15,5.592028652902636,19,1.479602227739032,3
15,2.54816143390858,19,1.4450767191993792,2
17,12.785257663627256,23,0.8094338103684621,0
16,1.5028590635517314,10,2.1502332699887816,0
18,2.6840485265270053,26,0.5591437155118445,0
18,12.895134531801858,28,0.5807884851770568,0
17,6.793212409628855,13,1.602089195984674,3
17,14.158956534023782,21,1.0027983635819373,1
16,11.14849489340284,15,1.6630634531990602,0
18,5.120423461230262,13,1.5315464597195698,1
18,13.016559009786562,11,2.205842147030335,0
18,2.325473605857613,16,1.155338560965664,1
15,10.728207661600608,13,2.153758339869399,0
18,8.742962100900693,9,2.592786686317039,2
15,5.357471656348816,23,0.9123305070955544,2
16,12.080099954790002,28,0.6956309334599464,0
15,17.42667184680565,13,2.139619891368985,0
16,19.97809399526153,17,1.5504493308923313,0
18,12.15525537486849,21,1.5475367003506038,1
18,8.094117486583404,8,2.966548034294946,1
16,4.5041420043240326,16,1.6336793710032238,2
17,5.141921787902235,5,2.3325403195354064,0
16,9.589099562995314,7,3.270262309404739,3
17,7.345554025614184,25,0.3464705925902769,0
15,18.276290452498884,12,1.8949043363401072,0
15,7.365909353114191,17,1.4567426010872695,0
15,7.468891822908709,4,2.5537231512721896,1
18,7.67069024867954,5,2.224197461212005,0
15,16.732404207353163,20,1.8476004181084256,2
17,13.015766416938035,18,1.849760707133483,1
15,12.283377006377854,3,3.268794215560215,1
16,6.682860447677244,6,2.546516637246023,1
16,16.35808353664879,3,3.1012292205041274,0
18,0.7672772271140227,24,0.6559540779626771,1
16,17.415943446762263,10,3.088512305616677,1
17,10.254997995878592,11,1.992559805482,0
15,7.965004697268256,13,2.605247445547851,1
18,9.943345614353714,12,1.7339724542334658,0
15,13.348310610676622,28,1.11384878785912,1
15,0.2553085303579472,9,1.6492502516618042,1
17,17.431037129164956,17,1.3375549802098765,0
16,8.934790506227856,15,1.9846599185571745,0
16,6.859330394001564,4,3.060881655966949,2
15,2.764911312681142,7,2.3928973584250004,0
18,8.789307487168843,13,2.0837969900967988,0
16,9.926455425687577,4,3.64573804877044,2
18,8.072933889869557,25,0.322286081625407,1
16,13.573201876537942,27,1.129514334361546,1
18,8.41793057518452,23,0.6307569438666114,1
17,19.228351556931468,7,3.157229638804093,2
18,11.985550356471837,24,0.680087787496653,0
17,16.14955871303818,25,0.7963598478866475,0
17,2.187118062189577,5,2.844039214925591,1
18,7.945825858918114,15,1.253451854215859,1
17,6.736954028943054,27,0.534508880538856,0
15,11.389647762731837,3,3.191046118219917,1
17,17.222270401228513,11,2.81542127530912,1
16,1.5667643552401334,10,2.1571223032650955,0
18,1.4514959608942155,2,2.7238280604010647,1
15,17.00635416315198,11,2.627693905554347,1
18,4.257001720767148,29,0.9124156208354256,2
16,13.375065088996276,4,2.609623081817451,0
16,10.857562647216104,5,2.981992255406158,1
16,16.657871897744588,18,1.625082773696198,0
17,2.5017781967280706,17,1.3616984178594074,1
17,2.595659314452225,15,1.9169618961294344,0
18,11.13636720556615,22,1.011253194616751,0
18,18.92757306716742,10,2.3321590405051187,2
15,8.299955167415085,4,3.387938347765993,3
15,6.538842005093899,8,2.384690791358408,1
18,12.133786463957716,2,2.7808169956104924,0
17,18.608972010900622,29,0.5348357535394734,2
16,16.738556656892474,7,2.542214348782037,0
18,19.9096722146644,5,3.0071290674312805,0
15,0.4513716640475418,3,2.9858098143768106,1
17,2.2571628942552446,11,1.9493060573283008,1
18,12.18935526733244,11,2.1478451963634986,0
18,16.411528786676996,24,1.1757680252358405,1
17,5.704886846135331,20,1.4003632540944204,1
18,4.784221760684375,15,1.7555440233413917,2
17,15.739515987624015,9,2.900096239205548,2
16,1.1276370770646316,21,1.0334594906901564,0
17,7.387652951651702,13,1.907742363387151,1
17,10.116184451846594,12,1.880909289765476,0
17,11.206973487006469,8,2.614950353949793,2
18,14.572303135855538,6,3.1071355935726115,2
18,7.096914468613164,11,1.3864645615000095,0
17,12.253686893492144,4,2.8337600718448117,0
18,11.707508455819127,17,1.0861513973549914,1
15,10.952322013074944,3,2.874037360035303,0
15,12.809665862844245,1,2.8956713046591838,1
18,5.188983421361526,2,3.1813076022771107,0
18,1.6929750716925795,25,0.4712831088434319,0
17,2.3854334407948685,11,2.2113795279733512,0
16,4.491647653078021,2,3.375252255246081,2
18,10.003958710455706,3,3.203858190796927,1
15,16.808855010920404,5,3.3501791105924874,1
17,14.025866841767682,11,1.7257915297427142,0
18,15.780812084040942,18,2.2166038146961022,1
15,7.019512478521827,9,2.0046273170074884,2
15,8.093074832971004,29,0.7157420455446748,0
16,7.873637719812256,0,3.8806400848697424,1
17,3.8374636880900304,16,1.689528158418944,2
17,1.2243331628714405,15,1.7579788035014272,3
16,11.818321856544536,8,2.136399546240388,0
16,19.784333668411723,24,0.911568270646688,1
17,3.3365940990052567,20,1.1378011102056016,0
17,0.9336963979854752,8,2.34926492736688,2
18,15.59063363647866,26,0.6237474365472879,0
18,5.051720133694484,22,0.3410294459251265,1
16,16.59287610705857,8,2.223813666751698,0
18,14.078733340690308,11,2.328240384630152,1
15,18.91347074101609,22,1.6230778220088506,1
18,8.178544715133441,8,2.200896321528595,1
18,13.239396789012684,14,2.5841106550638626,1
15,9.297095616265414,1,2.9965033042477023,1
16,12.61177394617087,10,2.373993481435845,1
15,8.991978120154746,10,2.8304044557095467,1
18,3.7726449284814967,7,2.5251155338354896,3
16,10.157948320067618,22,1.0429816505882752,1
18,10.571684028748846,5,2.661096903670216,2
15,16.21207696520322,20,1.599593887728051,0
15,14.710414115871624,19,1.7994091491725042,1
18,13.275832478828882,6,2.6576385566960075,0
17,2.2677419110514507,2,2.998484061883098,0
17,14.4123258132743,7,2.977408432892682,1
15,10.006103127090295,17,1.3751641369478076,0
15,17.881990722123184,16,1.84886644019124,2
17,18.39741868261085,10,2.442456200129272,0
17,1.1031318120357092,1,2.8560385143532114,1
18,16.412831207089575,24,1.206150230255099,1
18,0.7539478084534124,20,0.8959029903990774,2
17,7.343392513900453,26,0.2731909291583428,0
18,10.845999512421582,23,0.66750896106505,1
18,2.962015972542549,18,1.0894406041524294,0
16,14.926276251381536,6,2.813211008121627,0
18,0.1670940834427714,17,1.8687585897071977,2
15,3.3719809686807367,7,3.0356935955108426,2
18,11.615936597069512,13,2.13535680128746,1
18,14.287751240745848,6,3.038116129209991,2
17,18.332862053878323,27,0.9941294103867458,1
15,14.109933038692477,20,1.2325571657328191,0
18,13.43558540509732,27,0.8644037429995793,1
18,7.886822927013286,26,0.1152318548488273,0
16,0.0256885105360282,3,2.934586305266487,1
18,2.403185174712439,16,2.0469388171096283,1
18,10.691090895120784,4,3.065473133634235,1
16,13.502597716888394,11,2.437026300114272,1
17,8.34896567792925,8,2.427614635957672,1
18,14.613580230567804,25,0.7771509547591905,0
16,10.437245906643575,19,1.879575445166732,3
15,1.4835239118862442,12,1.596574874404599,0
17,3.8403250193589766,24,0.7045952434646587,1
15,16.799964464878858,27,0.7641866973896485,2
15,14.49825493248879,17,1.503416679305313,1
16,17.8952397402499,19,1.5258378621561266,1
18,2.351144982418732,8,2.2708411075244164,2
16,19.80445069230148,3,3.402352538644452,0
16,4.188134278998672,20,1.4382049683676248,1
16,0.2355975257328402,26,0.3365712986081556,1
16,19.94845878107108,7,3.1122811365205387,0
17,5.621477708902263,0,3.770694721842285,1
18,13.360389050251198,16,1.655613322522051,0
15,3.533646283526104,24,1.0504696915596752,2
15,11.604570643982834,8,2.5353912836886785,1
18,18.080699729091187,19,1.3960904942452492,1
15,6.403623348568772,12,2.025416982399455,2
18,13.405079520887185,1,3.2683025478531924,0
15,3.75807177596833,12,2.017218038843316,2
16,12.495907974374504,8,2.3976825794915584,1
15,6.729007036350203,29,0.2878673233291232,1
18,4.224165171759033,19,1.5487102111350304,2
18,6.263641014072703,5,2.905242112307261,1
18,3.576821370155987,27,0.2489771312307257,1
18,18.03832215675765,0,3.4184098665461984,1
18,7.943737726342577,27,0.5829208864689581,0
17,4.905586099487347,24,0.930028645913522,1
17,8.968156820318658,4,2.679085718058188,2
15,6.410723336129911,2,3.1062304249844512,1
18,14.88838507626652,3,2.781287883700032,2
15,19.424398237709887,0,4.0,3
18,8.760673133952936,13,2.3327839636333105,3
18,17.220667999444807,8,3.0677183698465544,1
17,11.31726147119239,29,0.869123386308555,1
17,3.1447133018846696,23,1.5205038773800068,2
16,13.812454841626831,3,3.2898231421759827,4
17,10.268689942516405,17,2.1757392926719743,1
16,13.01213046504207,13,1.8524286908169372,0
16,17.7937482514333,24,1.4772887703973712,3
16,8.808691413120922,3,2.878926862568036,0
16,18.023552464347112,24,1.0580507720986625,2
16,15.013380285633096,9,2.572890420104166,1
15,9.772098517559694,2,3.5877355870777485,2
17,12.064442713159274,22,1.30141801379926,3
16,6.511622650380229,6,3.2094931359032093,2
18,19.671945994775484,9,2.5372306390536963,0
17,13.34702326100792,12,1.9893957592572007,1
17,0.8769370499325979,3,3.0042333028010937,2
16,6.532438114960176,17,1.5135167558797396,2
15,12.46628867518115,10,2.172740551700977,1
16,1.126665555984796,24,0.6416491686246723,1
15,0.4776838263828553,3,2.7535902317989964,1
18,9.000484790556051,23,1.0384883524708666,2
17,6.6538035938534,13,2.255019102931137,2
18,8.765972160663317,17,1.666702257521599,0
15,5.253866197600104,7,2.499459429635027,0
15,3.2943549388596183,26,0.2782154592390721,0
18,13.782867139606754,9,2.6375942281323583,1
15,10.29142232535601,4,3.0571217282122816,3
18,4.003084224987337,22,1.3619328272119078,2
17,6.391788525199966,6,3.2389317177358112,2
18,11.83615815326652,11,2.573034385056746,2
17,1.444586965449557,24,0.0,0
18,2.949060185323591,2,3.143909878121016,2
15,1.4649120821478023,25,1.04646340029671,1
18,16.246346654282377,3,2.868574228220813,1
15,15.048184664240186,9,2.6394472915746228,0
18,15.06625863758514,3,2.669749932596335,0
18,14.32650686952056,14,2.794885282534225,2
16,13.387708473397383,28,1.1865697291923056,1
15,9.5398383075635,9,2.520175258554297,0
16,12.8455632701423,20,1.6010784880682591,1
15,0.767231095759493,29,0.0,0
16,12.429288453135692,21,1.5950547587554351,1
17,15.557554110737543,15,2.222002853095735,1
18,10.007167207687804,14,1.6150931484836668,1
15,7.150266568544739,18,1.6759194307143808,3
15,5.548534696019583,28,0.2143195035843396,1
18,12.85604100324165,19,1.5567655569083212,1
15,13.856023972598177,18,2.154199353389932,2
15,17.41935199725085,17,2.0706693123979414,1
16,6.846681649219814,25,0.5672371067999946,1
15,15.395446147711713,11,2.162688107920216,1
17,11.22711648378676,24,1.2912304259430896,1
17,17.656729813561583,15,2.340156389104695,2
18,10.556242165912415,0,2.923969740063049,0
15,10.352596567959344,15,2.1901466017791726,2
18,11.557541628818182,1,3.0742141920071315,0
17,14.986307102848688,23,1.009430321848957,0
15,19.293809576569217,14,2.118500601923897,2
15,1.471267084315313,6,2.615347947639846,1
18,1.0686920478203432,27,0.4159305071778432,2
17,18.75100674814677,0,3.9470929642201775,1
15,10.597512510364124,4,3.0173532270832526,1
18,12.298060291338722,9,2.813786291054958,1
17,9.648472031894578,21,0.7696361214560695,0
18,1.8731490521494896,20,0.8922661351679123,0
16,15.36178756837333,3,3.666290826527483,2
15,14.94449290177174,13,1.4015482387657991,1
16,6.23406642985624,12,1.4233383361752172,1
17,6.124784904568008,0,3.149644743525513,2
16,16.75682761811037,15,2.353731151756538,2
16,1.4471451548265324,22,1.1613543513353255,2
17,17.622102967131315,8,2.6471959858736853,0
18,5.1332337979182885,21,1.2989979848488324,2
16,11.859694955109878,15,2.6441973683601545,1
18,18.719883580035557,18,1.737989618721448,0
16,13.56245003073293,14,2.0187768989965207,0
18,8.288596249340731,25,0.7177804975968944,1
17,13.790684178108304,13,2.2675844008883907,1
16,6.879592726327404,19,1.2714946229661936,0
17,5.545168326983722,9,2.6216668933929705,1
16,19.933665558693598,20,1.228528505250038,0
17,15.015804623595754,11,2.4953123609841468,2
17,12.894399547636352,27,0.7017618078332725,1
16,7.105792864386375,0,3.8649768612963977,3
16,0.9832165831009632,20,0.684651926072042,2
16,0.6211375207031122,16,1.88585022368373,0
15,11.083625108975976,8,2.3278327626806856,1
18,15.240654420781022,22,0.8802328124843197,2
15,10.7475838088771,18,1.4119815069059265,1
15,16.81570143878229,24,1.6625318303754022,3
17,0.6685306618644327,17,1.3415984768250016,1
16,7.335041528518802,27,0.6592029163279249,2
18,4.741407823483561,6,2.153371206457846,1
17,8.94545936314244,8,2.4431029199121954,1
15,1.4475278638824496,21,0.2700885546341743,0
16,19.08263283142145,25,1.316724623344178,1
17,4.465108021387218,20,0.8177142023856205,1
16,18.44615550967169,11,2.056945969742978,1
17,8.517863100733635,6,3.219333348074609,1
16,19.71048266510436,13,2.2408700600381573,0
15,11.081167669204214,14,1.9137997969013387,1
18,18.616657283516147,14,2.240334376463302,1
15,0.1069797738844569,5,2.254547586191716,1
18,14.964776123618002,20,1.8913004299388907,3
16,18.061013062050307,13,2.2062263414776675,1
17,2.794411339579081,1,3.335098154642011,1
15,1.9225170346430296,7,2.4119864614713284,2
18,8.491452143719112,12,2.1609785190420574,1
15,18.673578122658704,22,1.165394363121266,1
18,10.847731203808774,5,2.58350063639477,0
15,10.549129274434645,4,3.017063255946228,1
18,2.8225223659864374,4,2.5761746968185832,3
18,0.0157902218643757,24,0.2333498804715068,0
16,16.202801814909225,0,3.646516388949796,1
18,1.7514912597247645,8,2.6054252316173008,2
16,12.67699637470648,5,3.3669295153821057,2
18,18.29232909030383,19,1.5837802579379994,1
17,4.17303826316862,25,0.7763967059483814,1
17,13.305456724738216,29,0.7834866400151184,1
17,1.5739715341501892,6,2.328311711261717,1
18,12.07510287675226,8,2.718465435794503,1
16,3.278634419064055,4,3.2448822032661777,1
16,14.71907121030356,13,2.8656747490202017,1
18,6.024625895878164,4,2.326326756466653,0
17,9.267820176092926,7,3.303066678642581,2
17,11.988610840552434,6,2.4892182377565297,0
16,3.425468213324792,12,2.600264186907329,3
17,14.832756372352415,12,2.119171492034809,0
15,6.052806812736291,7,2.522694547891483,0
16,13.24743719825507,10,2.475854110200245,0
17,3.165661013987473,27,0.782809234051424,1
16,13.762353184127004,25,0.7664048694920337,1
15,2.563761456209235,17,1.2836220775478306,1
16,8.507129925399672,24,0.6431459327503606,1
16,4.944121474777536,18,1.6692302172984,0
16,14.96750498856365,5,3.282070050593753,0
16,5.240700090137491,21,0.7437140169647167,1
15,17.634346127907925,1,3.3250668431789085,1
18,17.836404228132256,27,1.184519764401664,3
16,3.928826304455717,12,1.6165360987452144,0
16,12.276918900154485,22,1.5830839708839028,0
17,1.7543528343992865,24,0.1842514890903642,0
16,7.830741992032584,27,0.4721810422090253,0
17,14.266434590025446,25,1.2993555178087297,2
18,13.188464936998326,10,2.379628283206932,1
15,12.49401338813216,0,3.5662831299671103,0
15,5.650817273248872,23,0.2783475708696343,0
18,7.560498988688041,1,2.4215468827715467,0
15,2.058922894005724,29,0.6176804235913715,2
18,14.38045640867202,16,1.804726657837384,0
18,10.077775935825471,7,2.635208129638253,1
18,14.175312646913092,1,3.436025388769573,1
15,4.978870495937455,5,2.7373779261627598,2
17,6.488764572701324,21,1.1466960797952552,2
18,6.684306745202293,4,2.4052675257641485,0
16,0.514848194944324,15,1.5252820489261911,1
15,6.82095745661247,7,2.446157080635824,2
18,16.06609147036067,18,1.9529530122549463,2
18,17.94596991499477,15,2.293087191388992,1
16,10.364366312718548,12,1.4716720294797634,1
17,9.110033904384403,25,1.106713497753671,1
17,0.6164923739874051,19,1.2058569757056352,2
17,17.584086751707652,6,2.5590703550177483,0
18,0.2602042685174544,15,2.4576510224957078,3
18,18.89500160420424,22,1.2267412857712765,0
18,9.784324973761812,15,1.5904330983565391,1
15,6.838689871494532,28,0.3106695325979863,1
16,18.484368696853203,11,2.7718106588704914,1
18,0.4878198622019347,13,1.5826829916643974,1
16,11.628497897381742,23,1.1055870981431069,2
